1, False, -508, 15
2, False, -104, 3
3, False, -706, 10
4, False, -104, 3
5, False, -198, 7
6, False, -302, 10
7, False, -200, 8
8, False, -204, 10
9, False, -304, 11
10, False, -406, 7
11, False, -102, 2
12, False, -100, 7
13, False, -96, 5
14, False, -206, 5
15, False, -404, 12
16, False, -304, 5
17, False, -204, 4
18, False, -302, 4
19, False, -296, 7
20, False, -98, 6
21, True, 96, 9
22, False, -300, 9
23, False, -202, 3
24, False, -98, 6
25, False, -200, 8
26, False, -206, 11
27, False, -100, 1
28, False, -100, 1
29, False, -100, 1
30, False, -100, 1
31, False, -304, 5
32, False, -400, 10
33, False, -504, 7
34, False, -100, 1
35, False, -206, 5
36, False, -100, 1
37, False, -100, 1
38, False, -304, 5
39, False, -104, 3
40, False, -102, 2
41, False, -106, 4
42, False, -406, 13
43, False, -202, 3
44, False, -100, 1
45, False, -200, 8
46, False, -404, 12
47, False, -92, 3
48, False, -504, 7
49, False, -102, 2
50, False, -104, 3
51, False, -308, 7
52, False, -310, 14
53, False, -206, 5
54, False, -302, 4
55, False, -104, 3
56, False, -206, 5
57, False, -100, 1
58, False, -100, 1
59, False, -100, 1
60, False, -100, 1
61, False, -100, 1
62, False, -204, 4
63, False, -308, 13
64, False, -306, 6
65, False, -100, 1
66, False, -100, 1
67, False, -100, 1
68, False, -100, 1
69, False, -198, 7
70, False, -206, 5
71, False, -308, 13
72, False, -100, 1
73, False, -104, 3
74, False, -102, 8
75, False, -202, 3
76, False, -100, 1
77, False, -100, 1
78, False, -206, 5
79, False, -408, 14
80, False, -606, 15
81, False, -100, 1
82, False, -100, 1
83, False, -100, 1
84, False, -202, 3
85, False, -96, 5
86, False, -204, 4
87, False, -200, 8
88, False, -100, 1
89, False, -100, 1
90, False, -100, 1
91, False, -100, 1
92, False, -100, 1
93, False, -102, 2
94, False, -102, 2
95, False, -98, 6
96, False, -96, 5
97, False, -100, 1
98, False, -102, 2
99, False, -98, 6
100, False, -204, 10
101, False, -98, 6
102, False, -98, 6
103, False, -96, 5
104, False, -98, 6
105, False, -98, 6
106, False, -98, 6
107, False, -100, 7
108, False, -102, 8
