1, False, -200, 2
2, False, -100, 1
3, False, -100, 1
4, False, -100, 1
5, False, -200, 2
6, False, -200, 2
7, False, -401, 8
8, False, -100, 1
9, False, -101, 5
10, False, -100, 1
11, False, -100, 1
12, False, -99, 4
13, False, -102, 2
14, False, -201, 6
15, False, -100, 1
16, False, -103, 6
17, False, -201, 6
18, False, -99, 4
19, False, -104, 3
20, False, -99, 4
21, False, -100, 1
22, False, -102, 2
23, False, -102, 2
24, False, -100, 1
25, False, -107, 8
26, False, -99, 4
27, False, -103, 6
28, False, -99, 4
29, False, -103, 6
30, False, -99, 4
31, False, -101, 5
32, False, -97, 3
33, False, -97, 3
34, False, -100, 1
35, False, -100, 1
36, False, -303, 8
37, False, -97, 3
38, False, -100, 1
39, False, -301, 7
40, False, -100, 1
41, False, -102, 2
42, False, -99, 4
43, False, -99, 4
44, False, -101, 5
45, False, -102, 2
46, False, -100, 1
47, False, -101, 5
48, False, -97, 3
49, False, -202, 3
50, False, -101, 5
51, False, -97, 3
52, False, -97, 3
53, False, -97, 3
54, False, -97, 3
55, False, -102, 2
56, False, -123, 16
57, False, -104, 3
58, False, -100, 1
59, False, -101, 5
60, False, -102, 2
61, False, -209, 10
62, False, -100, 1
63, False, -100, 1
64, False, -205, 8
65, False, -100, 1
66, False, -101, 5
67, False, -101, 5
68, False, -141, 25
69, False, -309, 11
70, False, -202, 3
71, False, -97, 3
72, False, -206, 5
73, False, -121, 15
74, False, -123, 16
75, False, -311, 12
76, False, -102, 2
77, False, -102, 2
78, False, -101, 5
79, False, -99, 4
80, False, -115, 12
81, False, -117, 13
82, False, -107, 8
83, False, -100, 1
84, False, -100, 1
85, False, -143, 26
86, False, -107, 8
87, False, -215, 13
88, False, -102, 2
89, False, -103, 6
90, False, -99, 4
91, False, -101, 5
92, False, -97, 3
93, False, -103, 6
94, False, -102, 2
95, False, -202, 3
96, False, -103, 6
97, False, -99, 4
98, False, -204, 4
99, False, -100, 1
100, False, -100, 1
101, False, -102, 2
102, False, -99, 4
103, False, -97, 3
104, False, -99, 4
105, False, -103, 6
106, False, -99, 4
107, False, -102, 2
108, False, -99, 4
109, False, -102, 2
110, False, -99, 4
111, False, -101, 5
112, False, -101, 5
113, False, -99, 4
114, False, -99, 4
115, False, -97, 3
116, False, -102, 2
117, False, -97, 3
118, False, -99, 4
119, False, -103, 6
120, False, -101, 5
121, False, -100, 1
122, False, -100, 1
123, False, -97, 3
124, False, -103, 6
125, False, -103, 6
126, False, -103, 6
127, False, -102, 2
128, False, -99, 4
129, False, -103, 6
130, False, -105, 7
131, False, -102, 2
132, False, -99, 4
133, False, -100, 1
134, False, -202, 3
135, False, -99, 4
136, False, -102, 2
137, False, -103, 6
138, False, -102, 2
139, False, -100, 1
140, False, -102, 2
141, False, -101, 5
142, False, -99, 4
143, False, -101, 5
144, False, -101, 5
145, False, -97, 3
146, False, -99, 4
147, False, -102, 2
148, False, -103, 6
149, False, -103, 6
150, False, -100, 1
151, False, -100, 1
152, False, -105, 7
153, False, -101, 5
154, False, -107, 8
155, False, -100, 1
156, False, -100, 1
157, False, -100, 1
158, False, -99, 4
159, False, -99, 4
160, False, -99, 4
161, False, -100, 1
162, False, -99, 4
163, True, 97, 6
164, False, -102, 2
165, False, -99, 4
166, False, -99, 4
167, False, -99, 4
168, False, -100, 1
169, False, -97, 3
170, True, 95, 7
171, False, -99, 4
172, False, -99, 4
173, False, -107, 8
174, False, -204, 4
175, True, 95, 7
176, False, -102, 2
177, False, -108, 5
178, False, -206, 5
179, False, -101, 5
180, True, 97, 6
181, True, 97, 6
182, False, -102, 2
183, False, -102, 2
184, True, 97, 6
185, False, -102, 2
186, True, 93, 8
187, False, -102, 2
188, True, 97, 6
189, False, -102, 2
190, False, -100, 1
191, False, -204, 4
192, False, -103, 6
193, True, 97, 6
194, False, -99, 4
195, False, -102, 2
196, False, -99, 4
197, False, -103, 6
198, True, 97, 6
199, False, -102, 2
200, False, -102, 2
201, True, 93, 8
202, False, -97, 3
203, True, 97, 6
204, True, 97, 6
205, False, -101, 5
206, True, 97, 6
207, True, 97, 6
208, False, -100, 1
209, False, -104, 3
210, False, -102, 2
211, False, -102, 2
212, False, -100, 1
213, False, -109, 9
214, True, 97, 6
215, False, -101, 5
216, False, -100, 1
217, False, -100, 1
218, False, -99, 4
219, False, -100, 1
220, True, 97, 6
221, False, -100, 1
222, False, -202, 3
223, True, 97, 6
224, False, -105, 7
225, False, -103, 6
226, True, 99, 5
227, False, -100, 1
228, True, 97, 6
229, True, 97, 6
230, False, -97, 3
231, False, -102, 2
232, False, -104, 3
233, False, -102, 2
234, False, -97, 3
235, True, 99, 5
236, False, -97, 3
237, True, 97, 6
238, True, 93, 8
239, False, -97, 3
240, False, -99, 4
241, False, -99, 4
242, False, -97, 3
243, False, -100, 1
244, True, 97, 6
245, False, -206, 5
246, True, 97, 6
