1, False, -13, 2, 1
2, False, -11, 6, 2
3, False, -12, 3, 1
4, False, -11, 2, 1
5, False, -13, 2, 0
6, False, -11, 2, 0
7, False, -48, 17, 8
8, False, -16, 5, 2
9, False, -11, 2, 1
10, False, -14, 3, 1
11, False, -12, 3, 1
12, False, -12, 3, 1
13, False, -11, 2, 1
14, False, -11, 6, 1
15, False, -10, 1, 0
16, False, -10, 1, 0
17, False, -10, 1, 0
18, False, -14, 3, 1
19, False, -22, 7, 2
20, False, -12, 3, 2
21, False, -10, 1, 0
22, False, -10, 1, 0
23, False, -15, 4, 0
24, False, -11, 2, 1
25, False, -23, 6, 2
26, False, -11, 2, 1
27, False, -7, 4, 1
28, False, -10, 1, 0
29, False, -10, 1, 0
30, False, -10, 1, 1
31, False, -10, 1, 0
32, False, -21, 12, 2
33, False, -11, 2, 1
34, False, -10, 1, 0
35, False, -19, 6, 3
36, False, -18, 5, 1
37, False, -10, 1, 1
38, False, -10, 1, 1
39, False, -10, 1, 0
40, False, -10, 1, 1
41, False, -10, 1, 0
42, False, -10, 1, 0
43, False, -11, 2, 1
44, False, -17, 4, 2
45, False, -10, 1, 1
46, False, -10, 1, 0
47, False, -10, 1, 0
48, False, -10, 1, 0
49, False, -16, 11, 3
50, False, -16, 11, 2
51, False, -14, 9, 1
52, False, -10, 1, 1
53, False, -16, 5, 2
54, False, -10, 1, 0
55, False, -19, 4, 2
56, False, -10, 1, 1
57, False, -15, 4, 0
58, False, -10, 1, 0
59, False, -10, 1, 0
60, False, -10, 1, 0
61, False, -9, 6, 1
62, False, -11, 2, 1
63, False, -15, 4, 0
64, False, -10, 1, 0
65, False, -10, 1, 0
66, False, -10, 7, 4
67, False, -15, 4, 1
68, False, -12, 3, 2
69, False, -10, 1, 0
70, False, -15, 4, 2
71, False, -15, 4, 3
72, False, -11, 2, 2
73, False, -15, 4, 1
74, False, -10, 1, 0
75, False, -11, 2, 0
76, False, -10, 1, 0
77, False, -11, 2, 0
78, False, -12, 3, 1
79, False, -20, 7, 3
80, False, -15, 10, 1
81, False, -12, 3, 2
82, False, -10, 1, 1
83, False, -10, 1, 1
84, False, -7, 4, 2
85, False, -14, 3, 1
86, False, -13, 4, 2
87, True, 10, 7, 1
88, False, -9, 6, 2
89, False, -12, 3, 2
90, False, -7, 4, 2
91, False, -14, 7, 2
92, False, -11, 2, 1
93, False, -10, 1, 1
94, False, -7, 4, 1
95, False, -11, 2, 1
96, False, -6, 3, 1
97, False, -6, 3, 1
98, False, -8, 5, 0
99, False, -10, 1, 1
100, False, -8, 5, 0
101, False, -8, 5, 0
102, False, -12, 7, 2
103, False, -12, 7, 1
104, False, -11, 8, 1
105, False, -8, 5, 1
106, False, -8, 5, 1
107, False, -13, 8, 3
108, False, -6, 3, 1
109, False, -9, 6, 1
110, False, -7, 4, 1
111, False, -8, 5, 1
112, False, -10, 1, 1
113, False, -10, 7, 2
114, False, -6, 3, 0
115, False, -18, 7, 2
116, False, -10, 1, 1
117, False, -11, 2, 1
118, False, -11, 2, 1
119, False, -11, 2, 1
120, False, -10, 1, 1
121, False, -13, 4, 2
122, False, -9, 6, 1
123, False, -11, 2, 1
124, False, -11, 2, 1
125, False, -6, 3, 0
126, False, -6, 3, 0
127, False, -11, 2, 1
128, False, -10, 1, 1
129, False, -11, 2, 1
130, False, -12, 3, 1
131, False, -16, 5, 2
132, False, -10, 1, 1
133, False, -10, 1, 1
134, False, -6, 3, 0
135, False, -10, 1, 1
136, False, -14, 9, 0
137, False, -11, 2, 1
138, False, -11, 2, 1
139, False, -10, 1, 1
140, False, -6, 3, 0
141, False, -7, 4, 1
142, False, -12, 3, 1
143, False, -6, 3, 0
144, False, -6, 3, 0
145, False, -6, 3, 0
146, False, -9, 6, 1
147, False, -15, 8, 2
148, False, -7, 4, 2
149, False, -6, 3, 0
150, False, -13, 4, 2
151, False, -10, 1, 1
152, False, -6, 3, 1
153, False, -6, 3, 0
154, False, -6, 3, 0
155, False, -6, 3, 0
156, False, -6, 3, 0
157, False, -11, 2, 1
158, False, -11, 2, 1
159, False, -6, 3, 0
160, False, -7, 4, 2
161, False, -6, 3, 0
162, False, -6, 3, 0
163, False, -11, 2, 1
164, False, -11, 2, 1
165, False, -7, 4, 0
166, False, -6, 3, 0
167, False, -8, 5, 2
168, False, -7, 4, 0
169, False, -6, 3, 0
170, False, -6, 3, 0
171, False, -11, 2, 2
172, False, -11, 2, 1
173, False, -6, 3, 0
174, False, -7, 4, 0
175, False, -7, 4, 1
176, False, -11, 2, 1
177, False, -14, 11, 4
178, False, -13, 8, 3
179, False, -11, 2, 1
180, False, -20, 11, 1
181, False, -8, 5, 0
182, False, -10, 1, 1
183, False, -8, 5, 1
184, False, -6, 3, 2
185, False, -10, 1, 1
186, False, -11, 2, 2
187, False, -9, 6, 1
188, False, -8, 5, 2
189, False, -19, 12, 4
