1, False, -16, 3, 2
2, False, -11, 2, 1
3, False, -11, 2, 1
4, False, -10, 1, 1
5, False, -19, 12, 1
6, False, -11, 2, 0
7, False, -26, 7, 2
8, False, -10, 1, 1
9, False, -15, 4, 1
10, False, -14, 3, 1
11, False, -15, 4, 1
12, False, -10, 1, 1
13, False, -11, 2, 2
14, False, -20, 5, 2
15, False, -11, 2, 1
16, False, -17, 6, 1
17, False, -10, 1, 1
18, False, -17, 6, 1
19, False, -19, 6, 2
20, False, -18, 7, 4
21, False, -10, 1, 1
22, False, -10, 1, 0
23, False, -10, 7, 1
24, False, -10, 1, 0
25, False, -10, 1, 0
26, False, -18, 5, 0
27, False, -21, 8, 1
28, False, -10, 1, 0
29, False, -11, 2, 1
30, False, -10, 1, 0
31, False, -15, 4, 0
32, False, -27, 10, 2
33, False, -10, 1, 1
34, False, -12, 3, 1
35, False, -15, 4, 2
36, False, -10, 1, 0
37, False, -10, 1, 1
38, False, -10, 1, 1
39, False, -10, 1, 0
40, False, -10, 1, 0
41, False, -11, 2, 1
42, False, -21, 10, 3
43, False, -11, 2, 0
44, False, -12, 3, 3
45, False, -10, 1, 0
46, False, -10, 1, 0
47, False, -10, 1, 0
48, False, -11, 2, 1
49, False, -17, 4, 1
50, False, -10, 1, 0
51, False, -13, 8, 1
52, False, -10, 1, 1
53, False, -10, 1, 0
54, False, -10, 1, 0
55, False, -11, 2, 1
56, False, -11, 2, 1
57, False, -11, 2, 1
58, False, -14, 3, 1
59, False, -10, 1, 0
60, False, -10, 1, 0
61, False, -7, 4, 1
62, False, -10, 1, 0
63, False, -11, 2, 1
64, False, -18, 5, 0
65, False, -12, 3, 0
66, False, -9, 6, 0
67, False, -10, 1, 0
68, False, -10, 1, 1
69, False, -10, 1, 0
70, False, -15, 4, 0
71, False, -11, 2, 2
72, False, -17, 4, 2
73, False, -10, 1, 0
74, False, -8, 5, 0
75, False, -11, 2, 1
76, False, -10, 1, 1
77, False, -10, 7, 2
78, False, -11, 2, 1
79, False, -10, 1, 0
80, False, -11, 2, 1
81, False, -12, 3, 1
82, False, -7, 4, 2
83, False, -10, 1, 1
84, False, -14, 3, 1
85, False, -11, 2, 2
86, False, -11, 2, 1
87, False, -11, 2, 1
88, False, -10, 1, 1
89, False, -10, 7, 3
90, False, -13, 8, 3
91, False, -11, 2, 1
92, False, -10, 1, 1
93, False, -10, 7, 1
94, False, -7, 4, 1
95, False, -11, 2, 1
96, False, -11, 2, 1
97, False, -8, 5, 1
98, False, -11, 2, 1
99, False, -11, 2, 2
100, False, -6, 3, 1
101, False, -10, 1, 1
102, False, -10, 1, 1
103, False, -12, 3, 3
104, False, -6, 3, 1
105, False, -15, 4, 1
106, False, -8, 5, 0
107, False, -10, 1, 1
108, False, -12, 3, 1
109, False, -10, 1, 1
110, False, -10, 1, 1
111, False, -11, 2, 1
112, False, -11, 2, 1
113, False, -11, 2, 1
114, False, -11, 2, 1
115, False, -8, 5, 1
116, False, -6, 3, 1
117, False, -6, 3, 1
118, False, -11, 2, 1
119, False, -11, 2, 1
120, False, -7, 4, 1
121, False, -8, 5, 0
122, False, -9, 6, 0
123, False, -9, 6, 0
124, False, -11, 2, 1
125, False, -6, 3, 0
126, False, -11, 2, 1
127, False, -22, 15, 3
128, False, -17, 10, 1
129, False, -6, 3, 1
130, False, -10, 1, 1
131, False, -16, 5, 3
132, False, -11, 2, 2
133, False, -10, 1, 1
134, False, -11, 2, 1
135, False, -21, 8, 1
136, False, -10, 7, 1
137, False, -11, 2, 1
138, False, -8, 5, 1
139, False, -11, 8, 1
140, False, -6, 3, 0
141, False, -6, 3, 0
142, False, -10, 1, 1
143, False, -6, 3, 0
144, False, -11, 2, 1
145, False, -6, 3, 0
146, False, -11, 2, 1
147, False, -6, 3, 0
148, False, -8, 5, 3
149, False, -9, 6, 2
150, False, -11, 2, 1
151, False, -11, 2, 1
152, False, -8, 5, 1
153, False, -11, 2, 1
154, False, -6, 3, 0
155, False, -7, 4, 0
156, False, -6, 3, 1
157, False, -6, 3, 0
158, False, -6, 3, 0
159, False, -6, 3, 0
160, False, -18, 5, 1
161, False, -16, 7, 3
162, False, -8, 5, 1
163, False, -6, 3, 0
164, False, -11, 2, 1
165, False, -12, 3, 2
166, False, -10, 1, 1
167, False, -22, 9, 2
168, False, -6, 3, 0
169, False, -11, 2, 1
170, False, -11, 2, 2
171, False, -11, 2, 1
172, False, -11, 2, 1
173, False, -13, 4, 3
174, False, -13, 4, 2
175, False, -10, 1, 1
176, False, -7, 4, 1
177, False, -11, 2, 1
178, False, -11, 2, 1
179, False, -13, 4, 3
180, False, -6, 3, 0
181, False, -6, 3, 0
182, False, -10, 1, 1
183, False, -11, 2, 1
184, False, -11, 2, 2
185, False, -11, 6, 1
186, False, -12, 3, 2
187, False, -11, 2, 2
188, False, -11, 2, 1
189, False, -6, 3, 0
