1, False, -296, 7
2, False, -102, 2
3, False, -202, 3
4, False, -100, 1
5, False, -206, 5
6, False, -206, 5
7, False, -206, 5
8, False, -306, 6
9, False, -302, 10
10, False, -506, 8
11, False, -406, 13
12, False, -200, 8
13, False, -394, 7
14, False, -408, 8
15, False, -102, 2
16, False, -206, 5
17, False, -400, 10
18, False, -408, 8
19, False, -208, 6
20, False, -100, 1
21, False, -206, 11
22, False, -306, 12
23, False, -96, 5
24, False, -110, 6
25, False, -204, 4
26, False, -318, 18
27, False, -100, 7
28, False, -96, 5
29, False, -406, 7
30, False, -92, 3
31, False, -98, 6
32, False, -94, 4
33, False, -102, 2
34, False, -98, 6
35, False, -100, 7
36, False, -206, 11
37, False, -98, 6
38, False, -102, 2
39, False, -212, 14
40, False, -104, 3
41, False, -102, 8
42, False, -100, 7
43, False, -100, 7
44, False, -304, 11
45, False, -98, 6
46, False, -110, 12
47, False, -104, 3
48, False, -98, 6
49, False, -96, 5
50, False, -106, 4
51, False, -410, 15
52, False, -810, 13
53, False, -102, 2
54, False, -98, 6
55, False, -96, 5
56, False, -398, 9
57, False, -304, 5
58, False, -98, 6
59, False, -102, 2
60, False, -102, 2
61, False, -98, 6
62, False, -206, 5
63, False, -104, 3
64, False, -104, 3
65, False, -100, 1
66, False, -100, 1
67, False, -104, 3
68, False, -94, 4
69, False, -202, 9
70, False, -202, 3
71, False, -102, 2
72, False, -100, 1
73, False, -308, 13
74, False, -94, 4
75, False, -102, 8
76, False, -204, 4
77, False, -94, 4
78, False, -94, 4
79, False, -410, 15
80, False, -306, 6
81, False, -98, 6
82, False, -100, 7
83, False, -102, 8
84, False, -206, 5
85, False, -196, 6
86, False, -102, 2
87, False, -202, 3
88, False, -100, 1
89, False, -96, 5
90, False, -100, 1
91, False, -94, 4
92, False, -196, 6
93, False, -100, 1
94, False, -92, 3
95, False, -92, 3
96, False, -100, 1
97, False, -202, 3
98, False, -92, 3
99, False, -204, 4
100, False, -200, 8
101, False, -206, 5
102, False, -102, 2
103, False, -100, 1
104, False, -202, 9
105, False, -296, 7
106, False, -100, 1
107, False, -204, 4
108, False, -106, 4
109, False, -410, 9
110, False, -204, 10
111, False, -100, 1
112, False, -404, 6
113, False, -196, 6
114, False, -504, 7
115, False, -302, 4
116, False, -100, 1
117, False, -100, 1
118, False, -100, 1
119, False, -204, 4
120, False, -204, 4
121, False, -306, 6
122, False, -102, 2
123, False, -100, 1
124, False, -100, 1
125, False, -94, 4
126, False, -102, 2
127, False, -96, 5
128, False, -206, 5
129, False, -100, 1
130, False, -100, 1
131, False, -100, 1
132, False, -304, 11
133, False, -196, 6
134, False, -198, 7
135, False, -94, 4
136, False, -94, 4
137, False, -92, 3
138, False, -96, 5
139, False, -94, 4
140, False, -94, 4
141, False, -94, 4
142, False, -94, 4
143, False, -104, 3
144, False, -96, 5
145, False, -94, 4
146, False, -92, 3
147, False, -94, 4
148, False, -94, 4
149, False, -98, 6
150, False, -204, 4
151, False, -94, 4
152, False, -96, 5
153, False, -204, 4
154, False, -92, 3
155, False, -94, 4
156, False, -198, 7
157, False, -208, 12
158, False, -100, 1
159, False, -94, 4
160, False, -96, 5
161, False, -94, 4
162, False, -202, 9
163, False, -94, 4
164, False, -104, 3
165, False, -94, 4
166, False, -94, 4
167, False, -96, 5
168, False, -92, 3
169, False, -94, 4
170, False, -94, 4
171, False, -94, 4
172, False, -104, 3
173, False, -94, 4
174, False, -100, 7
175, False, -100, 1
176, False, -104, 3
177, False, -100, 1
178, False, -198, 7
179, False, -94, 4
180, False, -204, 4
181, False, -96, 5
182, False, -92, 3
183, False, -100, 1
184, False, -94, 4
185, False, -102, 2
186, False, -198, 7
187, False, -200, 8
188, False, -100, 1
189, False, -108, 11
190, False, -94, 4
191, False, -94, 4
192, False, -94, 4
193, False, -94, 4
194, False, -94, 4
195, False, -100, 1
196, False, -100, 1
197, False, -100, 7
198, False, -104, 3
199, False, -104, 3
200, False, -104, 3
201, False, -114, 14
202, False, -108, 11
203, False, -96, 5
204, False, -108, 11
205, False, -114, 14
206, True, 100, 7
207, True, 100, 7
208, False, -94, 4
209, False, -104, 3
210, False, -106, 10
211, False, -202, 9
212, False, -400, 10
213, False, -202, 3
214, False, -110, 12
215, False, -102, 2
216, False, -96, 5
217, False, -110, 12
218, False, -106, 4
219, False, -206, 5
220, False, -94, 4
221, False, -100, 1
222, False, -312, 15
223, False, -106, 10
224, False, -100, 7
225, False, -302, 4
226, False, -308, 13
227, False, -102, 2
228, False, -204, 4
229, False, -104, 3
230, False, -100, 1
231, False, -104, 3
232, False, -104, 3
233, False, -98, 6
234, False, -310, 14
235, False, -98, 6
236, True, 98, 8
237, False, -108, 5
238, False, -206, 11
239, False, -100, 1
240, False, -104, 3
241, False, -108, 5
242, False, -620, 22
243, False, -92, 3
244, False, -100, 7
245, False, -98, 6
246, False, -104, 3
247, False, -108, 11
248, False, -100, 1
249, False, -94, 4
250, False, -110, 12
251, False, -104, 3
252, False, -102, 2
253, False, -96, 5
254, False, -110, 12
255, False, -104, 3
256, False, -106, 10
257, False, -106, 10
258, False, -102, 2
259, False, -102, 8
260, False, -96, 5
261, False, -98, 6
262, False, -104, 3
263, False, -98, 6
264, False, -102, 8
265, False, -302, 10
266, False, -94, 4
267, False, -104, 3
268, False, -104, 9
269, False, -96, 5
270, False, -102, 2
271, False, -114, 14
272, False, -112, 13
273, False, -108, 11
